video_id,title,description,channel,published_at,url,sentiment,comment_sample
R3S3OSD5j80,&quot;SOUND HOREG&quot; Pro Kontra &amp; Fatwa MUI. Manfaat &amp; Mudharat???,"Polemik ""SOUND HOREG"", Pro Kontra & Fatwa Haram MUI. Manfaat & Mudharat??? #brewokaudio #masbreechanel #blitar ...",@Horizon_Minds,2025-07-24T16:36:50Z,https://www.youtube.com/watch?v=R3S3OSD5j80,Netral,['Mustahil dia gak tau.. 😂😂']
nZA_bEpfJrc,DIBALIK PRO KONTRA Operator Sound Horeg #soundhoreg,Bagi beberapa kalangan sound horeg dianggap tidak membawa manfaat. Bahkan sampai ada yang menyebutnya sebagai hama ...,DotCo,2025-03-30T10:01:16Z,https://www.youtube.com/watch?v=nZA_bEpfJrc,Pro,"['#soundhoreg Hama Perusak Cek Fakta dilapangan dari Pelakunya\nhttps://youtu.be/Dz0VZtZ8k60', 'BP Audio terbaik', ""ASSALAMU'ALAIKUM MAS DOT CO IZIN MENYAMPAIKAN BAHWASANYA SEGERA SEKARANG KE ACARA KIBLATNYA SOUND SYSTEM HOREG DI ACARA HALAL BI HALAL SUMBERSEWU 2025 OKE DARI SERIKAT SUMBERSEWU YANG PASTINYA DITUNGGU KEHADIRANNYA YA MAS DOT CO DI EVENT SPEKTAKULER ACARA SUMBERSEWU 🗿👍🏻🔥🔥🔥🔥 UBUR UBUR IKAN LELE LET'S GO TO BANYUWANGI LEEE 😎🤙🏼😈😈"", 'mending denger sq daripada soun horeg', 'PPDD cikampek jabar Hadir....\nSaksikan esok ajang battle terbesar hanya di Sumbersewu BWI😁🙏']"
FytE5Ka11Fc,pro kontra Sounds Horeg #soundhoreg #musik #shorts,pro kontra Sounds Horeg #soundhoreg #musik #shorts.,Irfan Triatmaja,2025-07-28T07:25:05Z,https://www.youtube.com/watch?v=FytE5Ka11Fc,Netral,[]
HVGMVm58Jqw,Viral Sound Horeg Kini jadi Haram Kok Bisa? #tanyajengayu #Soundhoreg,https://nusantaratv.com/ - Viral Sound Horeg Kini jadi Haram Kok Bisa? #jengayu #Soundhoreg #nusantaratv Pesantren di ...,Nusantara TV,2025-07-06T06:00:27Z,https://www.youtube.com/watch?v=HVGMVm58Jqw,Pro,"['Tpi knapa alatnya sound system yang dan haramkan? Klo itu soal Miras dan jogetan kan bisa tertibkan', 'Mirip Prindavan', 'Sound punah emannya hewan 😂', 'Alhamdulilah hirobbil alamiin MANTAAPPP bangeett  hiburan yg sangat meresahkan  masyarakat', 'Ini tuh konsep ""diskotik"" versi outdoor....\nJika komunitasnya bela mati2an ada siligolmenya, sbb mereka,\n_bisa gugem dibayari kolektifan warga\n_pemodal cuan besar, sbb ini bisnis hiburan diskotik (night club)yg mestinya dilokalisir dan dikenakan pajak tinggi oleh negara\n\nPantaslah diharamkan \nSalah tempat \nSalah segmen\nSalah waktu']"
jNiTdbwostc,"Komentar Masyarakat Sekitar Tentang Fenomena Sound Horeg, Merasa Terganggu?",KAPANLAGI.COM - Sound horeg kini menjadi sebuah fenomena viral yang selalu menjadi sorotan. Banyak yang menyebut ini ...,KapanLagiDotCom,2025-05-28T04:30:25Z,https://www.youtube.com/watch?v=jNiTdbwostc,Kontra,['Iya setuju  bu di adakan di lapangan aja  kan yg suka pasti datang']
7e9bwpf0KYM,SOUND HOREG VS NASAB HOREG LEBIH BAHAYA MANA!?,"Pro kontra fatwa haram sound horeg mendapat perhatian para pencetus hukum halal jaram, namun bagaimana polemik nasab ...",AA DJ,2025-07-23T02:48:32Z,https://www.youtube.com/watch?v=7e9bwpf0KYM,Netral,"['Kalo son horek kharam ya jangan di makan', 'MUI iku kumpulan Ulama cap opo,?', 'Mau haram mau halal oraladen. Toh yg menentukan manusia', 'Nasab horeg ...haram gak yaaaa ?', 'Ga ada fulusnya jd harom, klo ada bisa jd halal, itu lah dia si Fatwa 😂😂😂']"
d1DWq5X4A4c,"SOUND HORENG HARAM, JADI PRO KONTRA #soundhoreg #podcast #talkshow","Polemik mengenai fatwa haram sound horeg ramai menjadi perbincangan publik. Sound horeg, yang dikenal sebagai musik ...",JTV Rek,2025-09-04T07:43:34Z,https://www.youtube.com/watch?v=d1DWq5X4A4c,Netral,[]
vRFn2l28lTw,fatwa haram sound horeg masih jadi pro dan kontra di berbagai kalangan masyarakat!!!,,Gus iqdam story,2025-07-10T01:52:06Z,https://www.youtube.com/watch?v=vRFn2l28lTw,Kontra,['Sangat menganggu !!']
aYdoGJ_LJ5k,mas BREWOK menjawab pro kontra fatwa HARAM #brewogaudio #brewokmusic #fypシ゚viral #horeg #karnaval,,Hadidybala,2025-07-25T22:42:09Z,https://www.youtube.com/watch?v=aYdoGJ_LJ5k,Netral,[]
zDuXuUe4gv4,PENJELASAN GUS BAHA‼️PRO KONTRA HARAMNYA SOUND HOREG,PENJELASAN GUS BAHA‼️PRO KONTRA HARAMNYA SOUND HOREG Assalamu'alaikum selamat menyaksikan dan semoga ...,CNC CLASSIC,2025-08-05T05:41:50Z,https://www.youtube.com/watch?v=zDuXuUe4gv4,Pro,"['Penjelasan Gus Baha tentang pro kontar sound horeg😮', '0:00 ❤😮🎉 0:00', 'Watching  here nice❤😮', 'Penjelasan Gus Baha mengenai pro dan kontra untuk musik horeg.', 'Uhhhoooyyyyy❤']"
6aflYa4K3ew,"Fenomena Sound Horeg Tuai Pro Kontra, Dokter THT Sebut Jarak Aman dari Dentuman 130 dB","Fenomena Sound Horeg Tuai Pro Kontra, Dokter THT Sebut Jarak Aman dari Dentuman 130 dB STRATEGI.ID - Fenomena sound ...",Strategiid (Strategi.id),2025-07-25T03:43:20Z,https://www.youtube.com/watch?v=6aflYa4K3ew,Netral,[]
7IF8gkOq4bA,persiapan yang lagi ProKontra&#39;Sound Horeg&#39; 😄🇮🇩#kwb #jatim,,Ono ChAnnel,2025-08-30T09:36:15Z,https://www.youtube.com/watch?v=7IF8gkOq4bA,Netral,['https://youtube.com/shorts/QDDcYxlkoUg?si=wPyuFOsSX5wvBvg5']
E4uDzvtprwI,"Fatwa Haram MUI Tak Dihiraukan, Sound Horeg Masih Menggema di Lumajang","LUMAJANG, KOMPAS.TV - Meskipun Majelis Ulama Indonesia (MUI) Jawa Timur telah mengeluarkan fatwa haram terhadap ...",KOMPASTV JEMBER,2025-07-22T05:10:24Z,https://www.youtube.com/watch?v=E4uDzvtprwI,Pro,"['Tunjukan kemampuan pemerintah untuk melarang sound horeg TPI karnaval sound horeg akan seterusnya terlaksana dengan meriah', 'Joget mania\nGoyang untuk hilangkan kesulitan hidup', 'MUI itu makanan apa', 'Mungkin mereka bukan muslim...', 'cok nggilani. arek cilik cok, kon jogetan ndek ngarep sound semono gedene.']"
8bOnwcqbUkc,PRO DAN KONTRA SOUND HOREG HARAM,,Dunia Audio Sound System,2025-07-05T23:45:56Z,https://www.youtube.com/watch?v=8bOnwcqbUkc,Netral,[]
FW9sv1f1kAc,FENOMENA SOUND HOREG SAAT SAHUR: PRO KONTRA KONTROVERSI SOUND HOREG | SAHUR SEBELUM IMSAK,Fenomena patrol sahur pakai sound horeg banyak dijumpai di Jawa Timur. Kontroversi sound horeg sedang ramai ...,Lintas Generasi,2025-03-16T20:57:20Z,https://www.youtube.com/watch?v=FW9sv1f1kAc,Netral,['Stop']
ihftQD4Czuk,"Ngakak! Ayu TingTing, Hesti, dan Kiky Saputri Parodikan Sound Horeg Andre Taulany Nyamber Aja","KAPANLAGI.COM - KL Lovers, Setelah ramai pro kontra terhadap sound horeg, belakangan makin banyak saja para artis yang ...",KapanLagiDotCom,2025-09-29T05:11:22Z,https://www.youtube.com/watch?v=ihftQD4Czuk,Netral,[]
Upx6rwUGEZI,CEK SOUND HOREG LAGI GAESS #horeg #l300modifikasi #shortvideo #fypシ゚viral,,Kenzo dan Kenzie,2025-07-19T04:52:29Z,https://www.youtube.com/watch?v=Upx6rwUGEZI,Pro,"['minimal dari kardus susu ultra begitu jadi bagus dek punya ribuan animal speakernya ada ribuan bos yang nggak ribuan juga sih 50-an sampai', 'judul musiknya apa bang', '😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂', '😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂', 'Herek audio']"
Yxndwpf7nXE,viraaall peraturan pemkab terkait sound horeg..mestii ada pro kontra nih monggo komen pecinta horeg,,galih libra permana,2023-08-24T04:43:59Z,https://www.youtube.com/watch?v=Yxndwpf7nXE,Netral,[]
XTg1y9UnO58,PRO KONTRA FATWA HARAM &#39;SOUND HOREG&#39; #trending #tvone #viral ,repostplus #shorts #fyp #kontenviral #videopendek #inspirasishorts #katakataviral #shortsreels #tiktokviral #ytshorts#tvone.,Repost+,2025-07-29T11:00:54Z,https://www.youtube.com/watch?v=XTg1y9UnO58,Netral,[]
3WWcJvxfweQ,Dosa Besar Yang di Akibatkan SOUND HOREG,viral #viralshort [Business Inquiries] ○Email: muhzulhi@gmail.com For Chinese Business:IsseiNugroho@163.com ♞Copyright: ...,Issei Nugroho,2025-05-23T09:48:42Z,https://www.youtube.com/watch?v=3WWcJvxfweQ,Pro,"['cowok nya bodok', 'Sound horeg babi', 'Yg dikuburan bro☠️🗿', 'ORANG YANG DI BAWAH YA MATI WKWKWKWKW', 'Hahahah sopan santun telah hilang 😂']"
ZZ_26k3m9ps,sound horeg halal atau haram menurut kalian #soundhoreg #soundhoregharam,,MIU MIU AUDIO,2025-07-22T14:14:57Z,https://www.youtube.com/watch?v=ZZ_26k3m9ps,Kontra,"['Yang kena hukum haram itu orangnya bukan sound nya', 'Intinya sama2 meresahkan....\nSholawatan jg kagak boleh berlebihan', 'Itu di tempatkan di lapangan yg datang itu orang"" yg suka atau penggemarnya saja seperti wayang jaranan konser musik. Ini gk bahas hukum harannya. Ini kenapa sudah nyetel musik keras keliling desa penuh dengan rumah di situ ada bayi kadang orang sakit menuhi jalan macet arak arak panjang.', 'Sesuatu yg berlebihan tidak baik', 'Halal']"
aOar5huOI_I,fatwa haram sound horeg menuai pro dan kontra. #kangdedi #viralshorts,,Ciprut chanel,2025-07-21T13:17:23Z,https://www.youtube.com/watch?v=aOar5huOI_I,Netral,['Bukan kah sudah ada Aturan Untuk Acara Konser dan Keramaian Lainnya..... Pengusaha dan Masyarakat harus Taat Aturan... Masa iya sepanjang jalan Horeg Nya ON terus..... JANGAN senang senang sendiri dong....']
yXQdQq1Byqs,Pro dan Kontra Sound Horeg #soundhoreg,,Sukses Kaya,2025-07-28T03:48:08Z,https://www.youtube.com/watch?v=yXQdQq1Byqs,Netral,[]
G5FQWXqPyTg,Pro Kontra Warga Soal Sound Horeg Dilarang,Polresta Malang Kota terus mempertegas larangan penggunaan sound horeg pada perayaan Agustusan atau Hari Ulang Tahun ...,Blok-acom,2024-08-05T04:43:56Z,https://www.youtube.com/watch?v=G5FQWXqPyTg,Pro,"['SANGAT MENGGANGGU', 'Kl mnrt aku, sound dipergunakan sbg mestinya / sesuai porsinya. Misal. Acara konser dilapangan pake 100 box sub silahkan. Tinggal minta ijin aparat &warga sekitar. Sound-sound ini aneh.... acara carnival dikampung knp mesti ngundang sound besar pake tronton pula... Pernah nggak mereka mikiran para kaum minoritas / yg gak suka.', 'Bagus nya di musnahkan saja sound horeg.', 'Yg waras yg masih mikir efek buruk e bagi orang lain....', 'Jadi kesimpulannya yg ke2 itu waras punya perasaan']"
g_wqh72IYTo,"Sound Horeg Harus STOP atau Lanjut? | Fenomena Musik Indonesia, Fakta Musik, Info Musik | Kabar Nada",soundhoreg #horeg #musikviral Sound Horeg sebaiknya STOP atau tetep LANJUT? Fenomena Sound Horeg akhir akhir ini ...,kabarnada,2025-07-27T12:15:05Z,https://www.youtube.com/watch?v=g_wqh72IYTo,Netral,"['Gimana nih, Sound HOREG tetep LANJUT atau STOP?', 'SOUND HOREG .\nMenghibur masyarakat .\nAtau \nMusuh masyarakat .', 'Sound horeg adalah senjata pluto yg frekwensi getarannya akan meruntuhkan mariojoa, riveri, & marinford - ☠️', 'Semangat diko❤❤', 'tolong jelasin apa manfaatnya? bertanya dengan nada halus 😊']"
3LBx3BghaXY,"Sound Horeg Haram, Kenapa? #soundhoreg #lagudjhoreg",,Djandoman - Yogie Anggara,2025-07-02T10:28:45Z,https://www.youtube.com/watch?v=3LBx3BghaXY,Kontra,"['Hiburan bisa di tempatkan di satu trmpat yg memang akan sedikit mengganggu orang lain.', 'cari hiburan laen aja mas.knalpot brong aja di larang,di tilang,di potong sama polisi.pabrik2 knalpot brong nerima tuh karena em bikin bising dan meresahkan.', 'Imani saja', 'kamu sama aja dengam penjahat karna kamu udah mematika  tekaki para pedagang orang kok bikin gaduh aja ulama tu seharusnga bikin damae bukan malah bikin gaduh kayak gini', 'Emang apa hubungannya sama agustusan hah? Ada maupun ga ada sound horeg agustus ya tetep agustusan persetan sama sound horeg']"
stJTwiP79l0,"“Jedak-jeduk” Sound Horeg, antara Hiburan Rakyat dan Fatwa Haram",Jedak-jeduk” sound horeg belakangan semakin kerap bergema di ruang-ruang publik di sejumlah wilayah. Ada yang ...,Harian Kompas,2025-07-14T09:44:13Z,https://www.youtube.com/watch?v=stJTwiP79l0,Pro,"['Akses video berita premium lainnya di Kompas.id: komp.as/3TsdTsf\r\nBaca beragam berita tanpa iklan yang mengganggu. Langganan Kompas.id sekarang juga dengan harga hemat, klik di sini: https://komp.as/AksesBerita', 'Bersyukur tinggal di Aceh yg menjunjung tinggi nilai-nilai islami sehingga hal2 spt ini tdk kami temui', 'Terlalu klau sampai horeg gila 🙄🙄🙄🙄', 'Pemerintah harus mengevaluasi lagi kalau bisa dilarang tdk semua orang suka...banyak yng gk suka efek kepada ank bayi...pendengaran...sensitif..blm orang yng sdang sakit...terutama jantung...merusak fasilitas...misal...rumah....kaca..genting ...dll...merusak semuanya...baik yng nyata maupun gak nyata...😢😢😢', 'Ngapain sibuk mengharamkan sound horeg.. Giliran ada yang korupsi dana hibah kok pada diam. Ulama ulama jatim. Jgn jadikan sound horeg pengalihan kasus korupsi dana hibah...  Miris banget ya agama di jadikan ladang korupsi dan itu lebih parah dari pada sound horeg']"
q36wtEp1qJo,SOUND HOREG HARAM?? MENUAI PRO DAN KONTRA!!🚍📀,,Roxelana Ameera,2025-08-07T15:34:05Z,https://www.youtube.com/watch?v=q36wtEp1qJo,Netral,"['Apa2 di haramkan, bagaimana mau maju bangsaku ini.😂']"
aZ8yLvZorzg,SOUND HOREG HARAM‼️ Fatwa MUI Dianggap Hambat Indonesia Maju⁉️ Begini Jawaban Ust Khalid Basalamah,"Fenomena “sound horeg” bukan cuma soal hiburan, tapi soal kejelasan hukum dan keberkahan rezeki. Saat MUI mengeluarkan ...",Sunnah In hand,2025-07-12T02:01:37Z,https://www.youtube.com/watch?v=aZ8yLvZorzg,Kontra,"['Aku juga suka musik, tapi sound horeg ni sdah kelewatan mengganggu', 'Sdm rendah suruh bicara', 'Lha wong anda tu bakal mati mau masuk neraka atau surga', 'Emangya musik horeq bikin maju negara?😂', 'Mbudeg""i ,']"
sLg0aHNOoro,sound horeg haram kamu pro apa kontra⁉️  #ceksoundhoreg #ceksoundterbaru #soundhoreg #karnivalsound,,Raja Viral Fyp,2025-07-06T07:50:05Z,https://www.youtube.com/watch?v=sLg0aHNOoro,Netral,[]
GHHqReSyhF0,DEBAT BINAR TENTANG PRO KONTRA SOUND HOREG,,BINAR JUNIOR HIGH SCHOOL,2025-08-11T00:38:28Z,https://www.youtube.com/watch?v=GHHqReSyhF0,Netral,[]
C0DQfROCzqU,MUI Jatim: Sound Horeg Lebih Banyak Mudharat daripada Manfaat #Beritasatu,"Sekretaris MUI Jawa Timur, Hasain Ubaidillah, menegaskan pertunjukan sound horeg membawa lebih banyak mudharat ...",BeritaSatu,2025-07-07T08:30:06Z,https://www.youtube.com/watch?v=C0DQfROCzqU,Pro,"['Mui, dari kalangan NU, tdk tahu hadist mana sahih, mana dhoif, tapi merasa pinter, pdahal level kepintaran di bawa ulama muhmmdiyah, persis, salafiwahabi..', 'MUI Lihatnya joget Goyangan Bokong dibelakang Sound Horeg jadi Haram Sound Horeg hmm...kok baru sekarang di Haramkan.😂', 'Rokok banyak mudharatnya tapi cuma makruh', 'Ini masalah suara banter haram berarti mercon banter haran adalagi booooom banter haram juga oalah viralkan', 'Sound horeg tidak haram kalau pa kiyai dakwah tanpa soun sistem gemana cuma salah guna bagi pemilik sound system bukan untuk konpoy']"
U8mLaGkwMZ8,sound horeg viral || pro dan kontra #fyp #trending #soundhoreg,,ARGON OFFICIAL,2025-07-24T09:33:34Z,https://www.youtube.com/watch?v=U8mLaGkwMZ8,Netral,['Rasain dilarang wkwkw']
17V0aP36RIA,VIRAL GUS IQDAM IKUT KOMENTARI HARAM SOUND HOREG,,TANTOS GOLDEN,2025-07-03T15:15:01Z,https://www.youtube.com/watch?v=17V0aP36RIA,Pro,"['Sangat setuju horeg di haramkan', 'Haram itu org yg di paksa mengaku salah..\nDan yg halal di hukum mati itu para koruptor', 'Ini bahas suara banter haram terus mercoooon yo banter apa haram juga', 'A͙M͙B͙Y͙A͙R͙G͙A͙C͙O͙R  bikin lupa masalah, hiburan yang hakiki!', 'pak ustas 😅😂🖕']"
CdzTQ8KyFpk,"Pro Kontra Sound Horeg, Ini Pandangan Ulama dan Pengusaha di Jombang",Fenomena Sound Horeg yang belakangan ini marak digelar di sejumlah daerah kini menjadi sorotan serius di Kabupaten ...,SEJAHTERA TV,2025-07-18T10:47:19Z,https://www.youtube.com/watch?v=CdzTQ8KyFpk,Netral,[]
CdzTQ8KyFpk,"Pro Kontra Sound Horeg, Ini Pandangan Ulama dan Pengusaha di Jombang",Fenomena Sound Horeg yang belakangan ini marak digelar di sejumlah daerah kini menjadi sorotan serius di Kabupaten ...,SEJAHTERA TV,2025-07-18T10:47:19Z,https://www.youtube.com/watch?v=CdzTQ8KyFpk,Netral,[]
SVZsBFh4UxQ,"Sound Horeg &amp; Realita Sosial: Hiburan, Ekonomi, atau Gangguan?","Fenomena Sound Horeg yang viral dan penuh pro-kontra kini masuk babak baru. Per 29 Juli, komunitas sound ini sepakat ...",TirtoID,2025-08-04T12:44:20Z,https://www.youtube.com/watch?v=SVZsBFh4UxQ,Pro,"['Konten asal keplak tok..ngk ngerti kejadian sebenernya aj kok .terjun kelokasi baru aploud vidio yg nyata sebab ngk sesuai sama kenyataan', 'Trimakasih sound horeg, skrg ane gk harus ke hugos klo mo dugem 😂😂', 'Sok tau di Surabaya tidak ada cok', 'di garut sound sistem, sama apa beda ya?', 'D majalengka ada namanya soundsistem']"
CfFmzDiQXtk,#ceksoundhoreg #ceksound #sound #soundsystem #soundhoreg #horeg#karnaval #karnavalhoreg #dj #djhoreg,,Crew Ghopro Audio,2025-04-20T22:34:45Z,https://www.youtube.com/watch?v=CfFmzDiQXtk,Pro,"['Ini yang gua cari!', 'ini di jenu kah', 'ini di jenu kah', 'Lebih bagusan itu lebih bagusan mainan gua lah', 'JANGAN    SOMBONG']"
h8zPzFHpxNU,"Sound Horeg Difatwa Haram, Disebut Bikin Gaduh Dan Berpotensi Memicu Kemaksiatan #soundhoreg","KAPANLAGI.COM - Belakangan, Forum Satu Muharam (FSM) Pasuruan pada 26-27 Juni 2025 mengeluarkan fatwa haram ...",KapanLagiDotCom,2025-07-10T03:03:57Z,https://www.youtube.com/watch?v=h8zPzFHpxNU,Pro,"['Sbnrnya musik Remix didengarkan pke sound yg biasa juga enak kok..\nGak usah pake sound horeg  😂 😂', 'riya tuh speaker gede"" kenapa ga yg biasa aja enak didengernya ga rusak kuping juga rumah orang jangan jadikan tradisi yg merusak 😢', 'Darimana yg haram wak mulai dari dulu sound udah ada lantas ustad yg meniduri santri watinya halal kah??\nkalo halal saya ikutan dong dasar ustad bloon luar saja suci hati tak sesuci mulutmu bang', 'Diskotek kon razia lek  berani', 'Sing ngaji ngaji ojk ngurusi sound,,, haram haram oponee,,,,']"
56A8DP1Edik,"Setiap kebijakan pasti ada pro dan kontra, termasuk festival sound horeg. #shorts #trending",Berita ini hanya bersifat menginformasikan tanpa ada unsur atau suatu hal apapun! Terus dukung channel kami agar semakin ...,Beritakan Channel,2025-07-26T11:26:44Z,https://www.youtube.com/watch?v=56A8DP1Edik,Pro,"['Sound setan', 'Bakar', 'Sama2 meresahkan sound hureg sama polisi gak ada bedanya', 'Apa yg sy bilang dr dulu ternyata beneran..suatu saat orang2 gila itu tdk di perbolehkan acara kampungan itu.', 'Makan tuh']"
d_ogXjPLNms,SOUND HOREG: Hiburan atau Ancaman Kesehatan Tersembunyi....⁉️⁉️,"Sound Horeg: Antara Hiburan, Tradisi, dan Kontroversi Fenomena sound horeg atau sound system berdaya besar di acara ...",Mix Channel Indonesian,2025-08-03T08:47:56Z,https://www.youtube.com/watch?v=d_ogXjPLNms,Pro,"['saya juga takut klu lama"" dengar soud horeg perasaan gk nyaman , itu gk dengar langsung cuma waktu vicall anak sudah sangat kencang sekali , apalagi ada kaca rumah yang pecah gk tau nantinya akan seperti apa 😢', 'Alhamdulillah di tempatku \nGa ada sound horeq 😅👍🎉', 'Keren Abangku', '🌈Thank you very much🌈🌈🌈💕💛burabo💕👍♡🌺💖♡🌺💖💛♡🌺💖', 'Nyimak videonya bang']"
Pp7dK_zzep0,"Semakin Menjadi, Puluhan Motor dan Mobil Penikmat #soundhoreg Parkir di Rumah Warga Tanpa Izin","KAPANLAGI.COM - KL Lovers, Lagi-lagi sebuah video kegaduhan akibat sound horeg beredar di media sosial. Video yang berisi ...",KapanLagiDotCom,2025-07-28T04:09:11Z,https://www.youtube.com/watch?v=Pp7dK_zzep0,Pro,"['Vrindavan jilid 2 🌚', 'Nah sudah mulai timbul masalah sosial lainnya ...halaman rumah orang dibuat parkir seenaknya tanpa ijin , nanti mulai joget sambil minum miras atau pil koplo, prostitusi dsb ...\n\nPasti ada orang yang nggak suka dan berkata jika tanpa ada SH penyakit masyarakat itu mmg sudah ada ..😅 .\n\nPenyakit masyarakat yang sdh ada saja sulit hilang apalagi ada fasilitas SH yang mendukungnya maka akan semakin masif dan marak ..😢', 'Untung ngk menular sampai daerah saya,allhamdulilh.', 'Inilah manfaat sound horeg untuk menuju masyarakat adil dan makmur berdasarkan Pancasila yang diidamkan seluruh rakyat Nanti nya mereka membentuk partai sound horeg supaya ada wakil di DPR.', 'Pendengar sound horeg nya bodoh berarti dan TOLOL!!!']"
cqUUNQkwSPA,"Detik Sound Horeg Ambruk, Suasana Jadi Mencekam! #soundhoreg #trending #viral # #soundjatuh #shorts",,Disaster Sign,2025-08-26T08:48:11Z,https://www.youtube.com/watch?v=cqUUNQkwSPA,Pro,"['hahahahahah bemper nya geter', 'ngeditnya kurang bagus🤣🤣🤣🤣', 'Aku ikutan eh.komen. .', 'Biar ada yang komen dan like gue like dan komen ... Kasian konten kreator nya nanti makan apa. 😂😅🙏']"
97O73yzPvMo,Sound Horeg: Hiburan Rakyat atau Gangguan Masyarakat?,"Fenomena sound horeg dengan dentuman bass hingga 135 dB menjadi tren di berbagai acara di Indonesia – dari pernikahan, ...",Tidak Sama,2025-08-22T11:00:06Z,https://www.youtube.com/watch?v=97O73yzPvMo,Kontra,"['Rokok dibanding horeg!', 'Gasss sound horeg idolaku..', 'Bnyk yg suka dari pada yg terganggu 😂klu nuruti satu dua orang yg GK suka acara hajatanpun juga mengganggu orang norml klu ingin nonton sound horeg pasti ambil jarak aman orang tua aja ikutan karnafal acaranya pun satu bahkan 2 tahun SE x']"
vu6aNQGmKgA,Eps 176 || Fatwa Haram untuk Sound Horeg: Ganggu Telinga hingga Rusak Moral? Adilkah Fatwa Ini?,SOUND HOREG DIHARAMKAN ULAMA? Fatwa Mengejutkan Ini Picu Pro-Kontra Nasional! | Debat Panas & Fakta Lengkap ...,Ila Normi,2025-07-14T09:01:31Z,https://www.youtube.com/watch?v=vu6aNQGmKgA,Kontra,"['Iyah emang sound system suaranya Iyah horeg mas acara cara hajatan besar pake sound system horeg mas di Jawa Timur mas', 'Iyah emang bahas bukan sound horeg haram mas tapi bahas ada dancer dancer pake dan minum minum miras mas', 'Gak masuk akal... \nDan gak penting di perdebatkan...', 'https://youtu.be/UA5zZBPlnLQ?si=Ysw71jIjdnpNRL9v semoga bermanfaat', 'Sound system kalau buat kajian, ceramah,takbiran di masjid itu baik. \nTapi kalau sudah sound horeq yang di dalamnya musik, orang joget lelaki dan perempuan, menghancurkan rumah, menghancurkan alat alat negara, membuat keributan di masyarakat saya setuju itu haram. \nWalaupun dengan alasan hiburan, adat, masyarakat, budaya. \nKalau di cermati mereka bukan budaya Indonesia tapi dari India. 😂😂😂😂😂\nSesuatu sdm rendah di masyarakat adalah sesuatu keburukan di pertahankan dengan alasan itu baik, banyak pedagang yang untung, nanti sesuatu yang haram jadi halal. \nMoral Masyarakat bisa terlihat dari keburukan yang di pertahankan. \nSeburuk buruk nya pemipin adalah pemimpin di masyarakat yang buruk. \nSebaik baik nya pemimpin yang memiliki masyarakat yang baik. \nBaik agamanya, baik akhlaq nya, baik pula prilaku nya. \nSemoga sehat selalu\nSemoga pemerintah Indonesia menindak tegas sound horeq.']"
1V9QH6LuAwc,SDM RENDAH PRO VS KONTRA SOUND HOREG 2025,"Siapa sih yang nggak kenal sound Horeg? Sound yang lagi ngehits banget ini ternyata punya cerita unik lho! Yuk, simak sejarah ...",EXTOREX ID OFFICIAL ,2025-01-10T01:41:48Z,https://www.youtube.com/watch?v=1V9QH6LuAwc,Kontra,"['Kelakuan model begini. Bencana datang baru tau', 'Mas semua itu sound system itu horeg semua mas buat hajatan dan karnaval mas buat pengajian mas di kampun Saya mas di Tulungagung mas', 'Bikin sakit telinga🤣🤣', 'Horeg iso awet muda', 'Horeg ini udah ada dari lama banget, dari 2012 kalau gak salah, udah mulai viral itu']"
6A5x-a9rutc,SOUND HOREG - Katanya Hiburan Kok Diharamkan? #shorts #trending,"Fenomena sound horeg di Jawa Timur memicu pro dan kontra. Dari sejarah awalnya, popularitas yang meledak, hingga MUI ...",Uncle Donn,2025-07-26T06:04:40Z,https://www.youtube.com/watch?v=6A5x-a9rutc,Netral,[]
GbMIBMrZEwY,Pro &amp; Kontra Sound Horeg‼️Mas David Blizzard Angkat Suara🔥,,SEMAMBUNG MUSIC,2025-06-03T11:24:18Z,https://www.youtube.com/watch?v=GbMIBMrZEwY,Netral,[]
S33riBUB1ZA,Sound horeg miniatur #miniatur #sound #soundhoreg #miniatursoundsystem #soundminiaturindonesia,,Sakha Audio Miniatur,2024-10-17T08:21:43Z,https://www.youtube.com/watch?v=S33riBUB1ZA,Pro,"['Berapa harganya', 'Bang harganya berapa', '❤❤❤🎉', 'Bang beli son kecil ya', 'Aku.   Punya. Truk.  Oleng.   Bang']"
3id8H613vb0,"Karnaval Sound Horeg, Mesin Penggerak Ekonomi Pedesaan",Download aplikasi berita TribunX di Play Store atau App Store untuk dapatkan pengalaman baru Vp: Purwanto Editor: Saiful ...,Harian Surya,2025-09-30T13:01:33Z,https://www.youtube.com/watch?v=3id8H613vb0,Netral,[]
2M6S93clhD0,Fenomena PRO KONTRA SOUND HOREG: Jangan Bikin Gaduh! Sudah Ada Langkah Solusi Terbaik!,"Halo Sahabat Setia! Di video kali ini, kami akan mengajak Anda untuk menelaah lebih dalam fenomena pro dan kontra sound ...",Joyo Santri Adventure,2025-07-15T22:00:03Z,https://www.youtube.com/watch?v=2M6S93clhD0,Netral,['Dukungan alluss😊']
